Experiment,Condition,Labeling Protocol,Labeling Target,RMS,Normalized RMS,D,Normalized D
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19157444,0.993737943,2.685417409,1.002818713
Full 3D FISH Protocol,Live,No Protocol,No Label,0.17629625,0.914486676,2.614102133,0.976187362
Full 3D FISH Protocol,Live,No Protocol,No Label,0.22745508,1.179858562,2.808875683,1.048921888
Full 3D FISH Protocol,Live,No Protocol,No Label,0.1891174,0.980992747,2.674744242,0.99883302
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19621101,1.017788832,2.704738087,1.010033658
Full 3D FISH Protocol,Live,No Protocol,No Label,0.23035972,1.194925557,2.816474072,1.051759364
Full 3D FISH Protocol,Live,No Protocol,No Label,0.18170936,0.942565645,2.640720437,0.986127468
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19292106,1.000723152,2.69113881,1.004955263
Full 3D FISH Protocol,Live,No Protocol,No Label,0.22358413,1.15977911,2.798245217,1.04495214
Full 3D FISH Protocol,Live,No Protocol,No Label,0.18994668,0.985294401,2.678380443,1.00019089
Full 3D FISH Protocol,Live,No Protocol,No Label,0.20285237,1.052238999,2.730579473,1.019683638
Full 3D FISH Protocol,Live,No Protocol,No Label,0.17631981,0.914608887,2.614221189,0.976231822
Full 3D FISH Protocol,Live,No Protocol,No Label,0.17467625,0.906083387,2.605849019,0.973105392
Full 3D FISH Protocol,Live,No Protocol,No Label,0.17847726,0.925800046,2.62500502,0.980258841
Full 3D FISH Protocol,Live,No Protocol,No Label,0.1879196,0.9747795,2.669431043,0.996848905
Full 3D FISH Protocol,Live,No Protocol,No Label,0.176324,0.914630621,2.614242359,0.976239727
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19139336,0.992798642,2.684641144,1.002528832
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19474171,1.010167256,2.698730776,1.00779034
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19807178,1.027441047,2.712193809,1.012817857
Full 3D FISH Protocol,Live,No Protocol,No Label,0.1902574,0.986906173,2.679733977,1.000696342
Full 3D FISH Protocol,Live,No Protocol,No Label,0.18840095,0.977276366,2.671574906,0.99764949
Full 3D FISH Protocol,Live,No Protocol,No Label,0.17598085,0.912850628,2.612505638,0.975591181
Full 3D FISH Protocol,Live,No Protocol,No Label,0.18486732,0.958946665,2.655564133,0.991670568
Full 3D FISH Protocol,Live,No Protocol,No Label,0.23360465,1.211757709,2.824592681,1.054791106
Full 3D FISH Protocol,Live,No Protocol,No Label,0.2451767,1.271784428,2.850574243,1.064493432
Full 3D FISH Protocol,Live,No Protocol,No Label,0.22788882,1.182108465,2.810030615,1.049353175
Full 3D FISH Protocol,Live,No Protocol,No Label,0.17861201,0.926499023,2.62567077,0.980507453
Full 3D FISH Protocol,Live,No Protocol,No Label,0.21427204,1.11147529,2.770178824,1.034471272
Full 3D FISH Protocol,Live,No Protocol,No Label,0.2093842,1.08612101,2.753955648,1.028413032
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19778286,1.025942357,2.711047264,1.012389702
Full 3D FISH Protocol,Live,No Protocol,No Label,0.21381293,1.109093788,2.768699938,1.03391901
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19403738,1.006513744,2.695813278,1.006700855
Full 3D FISH Protocol,Live,No Protocol,No Label,0.17235099,0.894021762,2.593773989,0.968596199
Full 3D FISH Protocol,Live,No Protocol,No Label,0.21991405,1.140741613,2.787614651,1.040982355
Full 3D FISH Protocol,Live,No Protocol,No Label,0.20784384,1.07813083,2.748620663,1.026420782
Full 3D FISH Protocol,Live,No Protocol,No Label,0.18942259,0.982575833,2.676086452,0.999334242
Full 3D FISH Protocol,Live,No Protocol,No Label,0.17828898,0.924823397,2.624073264,0.979910894
Full 3D FISH Protocol,Live,No Protocol,No Label,0.20687315,1.073095652,2.74520292,1.02514449
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19191645,0.995512023,2.686879086,1.003364549
Full 3D FISH Protocol,Live,No Protocol,No Label,0.15953365,0.827535454,2.522523091,0.941988889
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19967589,1.035761912,2.718485745,1.015167462
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19055775,0.988464153,2.681037732,1.001183205
Full 3D FISH Protocol,Live,No Protocol,No Label,0.185736,0.963452696,2.659558645,0.993162243
Full 3D FISH Protocol,Live,No Protocol,No Label,0.21496509,1.11507029,2.772393902,1.035298451
Full 3D FISH Protocol,Live,No Protocol,No Label,0.23511377,1.219585839,2.828239162,1.056152816
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19012123,0.98619983,2.679141401,1.000475056
Full 3D FISH Protocol,Live,No Protocol,No Label,0.22916435,1.188724915,2.813385549,1.050606013
Full 3D FISH Protocol,Live,No Protocol,No Label,0.14873917,0.771542158,2.456863654,0.917469604
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19448733,1.008847732,2.697679908,1.007397913
Full 3D FISH Protocol,Live,No Protocol,No Label,0.16728364,0.867736324,2.566537522,0.958425251
Full 3D FISH Protocol,Live,No Protocol,No Label,0.19583406,1.015833511,2.70320705,1.009461921
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1512621,0.763815916,2.472628286,0.915290256
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.18413633,0.92981824,2.652173149,0.981752193
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17873758,0.902556611,2.626290339,0.972171179
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19756484,0.997627094,2.710179383,1.0032243
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.20003435,1.010097178,2.719874735,1.006813219
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15923108,0.804056226,2.520749194,0.933103123
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.18807027,0.949683137,2.670103362,0.988389401
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17390078,0.878132616,2.601851921,0.963124836
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17410265,0.879151983,2.602895332,0.963511074
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17436029,0.880452966,2.604224051,0.964002924
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.20334816,1.026830654,2.732423682,1.011458449
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17635965,0.890548972,2.614422449,0.967778055
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17527671,0.885080538,2.608923406,0.96574248
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14756979,0.745171159,2.449476571,0.90672021
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16285127,0.822336805,2.541704326,0.940860063
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16431212,0.82971354,2.549990865,0.943927482
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14189814,0.716531489,2.412977329,0.893209323
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15469606,0.781156104,2.49368707,0.923085564
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17815278,0.899603594,2.623398124,0.971100571
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19979917,1.008909608,2.71896414,1.006476144
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19699691,0.994759264,2.707907696,1.002383392
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.192756,0.973344286,2.690442381,0.995918274
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1898659,0.958750383,2.678027761,0.991322767
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17831011,0.900398051,2.62417792,0.971389228
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19434188,0.981352375,2.697077602,0.998374427
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15807056,0.798196042,2.513908038,0.930570739
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.13956594,0.704754769,2.397670108,0.887543065
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1865375,0.941943233,2.663210355,0.985837824
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19077699,0.96335104,2.681986549,0.992788188
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.20890135,1.054872146,2.752294942,1.018814173
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16495414,0.832955496,2.553601216,0.945263922
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19580959,0.988763751,2.70310742,1.000606479
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1975004,0.997301697,2.709922419,1.00312918
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14330238,0.723622366,2.42211321,0.896591143
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14101975,0.712095955,2.407231315,0.891082327
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1994328,1.00705958,2.717540269,1.005949072
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19572599,0.988341603,2.702766819,1.000480399
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19727714,0.996174319,2.70903057,1.002799045
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.27850515,1.40634479,2.904149512,1.075026022
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17427272,0.880010771,2.6037728,0.963835885
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19254968,0.972302449,2.689569956,0.99559533
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.18420929,0.93018666,2.65251282,0.981877928
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.21992086,1.110516469,2.787634886,1.031895924
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19970891,1.00845383,2.718613953,1.006346516
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.2082932,1.05180122,2.750188188,1.018034318
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15055771,0.760259015,2.46825116,0.91366998
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.20447995,1.032545762,2.736590164,1.013000752
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.22119127,1.116931555,2.791376395,1.033280914
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15690488,0.792309803,2.506977611,0.92800531
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1794726,0.906268182,2.629900983,0.973507728
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14492914,0.731836883,2.432617124,0.900479366
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16234952,0.819803159,2.538835456,0.939798096
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.13865031,0.700131186,2.391616662,0.885302267
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14939523,0.754388935,2.460986106,0.910980682
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1444914,0.729626463,2.429799259,0.899436279
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.18479767,0.933157755,2.655242201,0.98288826
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19097431,0.964347431,2.682838441,0.993103532
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.18358725,0.927045595,2.649608215,0.980802733
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.18419515,0.930115258,2.652447011,0.981853568
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15102956,0.762641678,2.471185379,0.914756137
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15062703,0.760609055,2.468682765,0.913829747
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16006453,0.80826483,2.525625714,0.934908259
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.23226595,1.172854465,2.821289807,1.044353931
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.20030296,1.011453556,2.720911507,1.007196999
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19140324,0.966513364,2.68468354,0.99378653
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.21103689,1.065655808,2.759560153,1.021503529
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16815504,0.84911882,2.571310047,0.951819181
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14707772,0.742686393,2.446353397,0.905564108
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17748013,0.896206968,2.620050095,0.969861235
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17553338,0.886376623,2.610232064,0.966226904
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17939241,0.905863253,2.629508392,0.973362403
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15584306,0.786948017,2.500614168,0.925649761
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16082373,0.812098501,2.530040856,0.936542608
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17232054,0.870153007,2.593614082,0.960075443
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16491966,0.832781385,2.553407812,0.94519233
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15843982,0.800060665,2.516091178,0.93137887
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15356852,0.775462457,2.48682463,0.920545302
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15961172,0.805978313,2.52298014,0.93392895
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15508746,0.783132525,2.496057006,0.923962841
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16247565,0.820440067,2.53955772,0.940065456
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.18554838,0.936948554,2.658699134,0.98416791
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19331963,0.976190402,2.692814886,0.996796502
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.23188831,1.170947527,2.82034635,1.044004692
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19882964,1.004013852,2.715181983,1.005076107
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17515536,0.884467767,2.608303542,0.965513025
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.18013628,0.909619513,2.633137708,0.974705863
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15785027,0.797083662,2.512602818,0.930087587
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.20525637,1.036466387,2.739413625,1.014045909
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16118754,0.813935603,2.532147425,0.937322394
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.22492716,1.135796374,2.801999999,1.037213443
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1624001,0.820058568,2.539125182,0.939905344
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16417603,0.829026337,2.549223096,0.943643278
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17107347,0.863855779,2.587025821,0.957636673
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16407484,0.828515366,2.548651659,0.94343175
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15936169,0.804715757,2.521515426,0.933386758
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17141755,0.865593252,2.58885125,0.95831239
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.20301467,1.025146657,2.731184468,1.010999731
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1718407,0.867729998,2.59108817,0.959140429
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15200447,0.767564601,2.477220611,0.916990192
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17211984,0.897512419,2.592558967,0.972766157
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1424786,0.74294929,2.416761317,0.906804299
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14449881,0.753483599,2.429847012,0.911714244
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14764139,0.769870464,2.449930297,0.919249787
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14652337,0.764040591,2.44282466,0.916583648
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.13509135,0.704428754,2.367868567,0.888459022
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.13901055,0.724865274,2.394001156,0.898264353
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14999697,0.782153547,2.464753121,0.924811528
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.12996915,0.677719235,2.33313661,0.875427083
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.13675724,0.713115474,2.379026769,0.892645743
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15412197,0.803663204,2.490199527,0.934359393
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.11454732,0.597302683,2.225477834,0.835031931
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17852752,0.930925025,2.625253443,0.985033604
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17031059,0.888078153,2.582957819,0.969163665
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16273206,0.848560194,2.541023763,0.953429392
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15461117,0.806214119,2.493172224,0.935474793
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16536215,0.862274699,2.55588557,0.95900576
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16856444,0.87897292,2.573539634,0.965629824
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16710189,0.871346508,2.56553751,0.962627309
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17673092,0.921556722,2.616294161,0.98167195
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14719109,0.767522392,2.447073722,0.918177958
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14493367,0.75575116,2.432646251,0.91276456
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15585479,0.812698929,2.500684725,0.938293593
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14947775,0.779446094,2.461503501,0.923592223
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16265003,0.848132452,2.540555079,0.953253535
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1275132,0.664912776,2.316278904,0.869101824
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1627202,0.848498351,2.540956019,0.953403974
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16039889,0.836393967,2.527573371,0.948382608
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.17637925,0.919722952,2.614521433,0.981006796
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15252624,0.79534233,2.480435355,0.930695732
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16797757,0.875912708,2.570341034,0.964429662
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.23451844,1.222887567,2.826810313,1.060660698
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15073766,0.786015847,2.469371195,0.926544297
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1457439,0.759976074,2.437844765,0.914715118
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15870415,0.827556809,2.517650298,0.944659325
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16602206,0.865715775,2.559563621,0.960385819
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14777729,0.77057911,2.450790981,0.919572729
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14456633,0.75383568,2.43028206,0.91187748
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.11313499,0.589938142,2.215423286,0.831259317
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.08791212,0.458414437,2.029564756,0.76152247
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.113392346,0.591280115,2.217257748,0.831947633
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.13976796,0.72881476,2.399002455,0.900140914
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.14119495,0.736255746,2.408379275,0.903659234
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15263726,0.79592124,2.481117984,0.930951865
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1471144,0.767122495,2.446586502,0.917995146
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.11793278,0.614956037,2.249453031,0.844027776
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.15001881,0.782267431,2.464889587,0.924862732
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.18682417,0.974187594,2.664508561,0.9997627
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.1799602,0.938395681,2.632281149,0.987670502
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.19192445,1.000782812,2.686913207,1.008169251
Full 3D FISH Protocol,PFA,No Protocol,No Label,0.16827385,0.877457649,2.571957919,0.965036341
